slice,dsc,surface_dsc,precision,recall
case_00000_slice150.npy,,,0.981055498123169,0.981055498123169
case_00000_slice151.npy,,,0.9736242294311523,0.9736242294311523
case_00000_slice152.npy,,,0.9779693484306335,0.9779693484306335
case_00000_slice153.npy,,,0.9797697067260742,0.9797697067260742
case_00000_slice154.npy,,,0.9830194711685181,0.9830194711685181
case_00000_slice155.npy,,,0.9816288948059082,0.9816288948059082
case_00000_slice156.npy,,,0.9794995188713074,0.9794995188713074
case_00000_slice157.npy,,,0.981645941734314,0.981645941734314
case_00000_slice158.npy,,,0.966751217842102,0.966751217842102
case_00000_slice159.npy,,,0.9688289761543274,0.9688289761543274
case_00000_slice160.npy,,,0.9743731021881104,0.9743731021881104
case_00000_slice161.npy,,,0.9823752641677856,0.9823752641677856
case_00000_slice162.npy,,,0.9862433671951294,0.9862433671951294
case_00000_slice163.npy,,,0.9826663136482239,0.9826663136482239
case_00000_slice164.npy,,,0.9914076328277588,0.9914076328277588
case_00000_slice165.npy,,,0.9839980602264404,0.9839980602264404
case_00000_slice166.npy,,,0.9909224510192871,0.9909224510192871
case_00000_slice167.npy,,,0.9929388761520386,0.9929388761520386
case_00000_slice168.npy,,,0.9892933368682861,0.9892933368682861
case_00000_slice169.npy,,,0.9935759902000427,0.9935759902000427
case_00000_slice170.npy,,,0.9914934039115906,0.9914934039115906
case_00000_slice171.npy,,,0.995800256729126,0.995800256729126
case_00000_slice172.npy,,,0.9908967018127441,0.9908967018127441
case_00000_slice173.npy,,,0.9883564710617065,0.9883564710617065
case_00000_slice174.npy,,,0.9928793907165527,0.9928793907165527
case_00000_slice175.npy,,,0.9973486661911011,0.9973486661911011
case_00000_slice176.npy,,,0.9982460141181946,0.9982460141181946
case_00000_slice177.npy,,,0.9982721209526062,0.9982721209526062
case_00000_slice178.npy,,,0.9959779977798462,0.9959779977798462
case_00000_slice179.npy,,,0.9955965876579285,0.9955965876579285
case_00000_slice180.npy,,,0.9953586459159851,0.9953586459159851
case_00000_slice181.npy,,,0.9960408210754395,0.9960408210754395
case_00000_slice182.npy,,,0.9896885752677917,0.9896885752677917
case_00000_slice183.npy,,,0.9872469902038574,0.9872469902038574
case_00000_slice184.npy,,,0.9928673505783081,0.9928673505783081
case_00000_slice185.npy,,,0.993773877620697,0.993773877620697
case_00000_slice186.npy,,,0.9946566224098206,0.9946566224098206
case_00000_slice187.npy,,,0.9938601851463318,0.9938601851463318
case_00000_slice188.npy,,,0.9882949590682983,0.9882949590682983
case_00000_slice189.npy,,,0.988856315612793,0.988856315612793
case_00000_slice190.npy,,,0.9894469380378723,0.9894469380378723
case_00000_slice191.npy,,,0.9863972067832947,0.9863972067832947
case_00000_slice192.npy,,,0.9786003232002258,0.9786003232002258
case_00000_slice193.npy,,,0.9542141556739807,0.9542141556739807
case_00000_slice194.npy,,,0.9620229005813599,0.9620229005813599
case_00000_slice195.npy,,,0.9748043417930603,0.9748043417930603
case_00000_slice196.npy,,,0.978735625743866,0.978735625743866
case_00000_slice197.npy,,,0.9809196591377258,0.9809196591377258
case_00000_slice198.npy,,,0.9787594079971313,0.9787594079971313
case_00000_slice199.npy,,,0.9745222926139832,0.9745222926139832
case_00000_slice200.npy,,,0.9751068353652954,0.9751068353652954
case_00000_slice201.npy,,,0.9807873368263245,0.9807873368263245
case_00000_slice202.npy,,,0.982897937297821,0.982897937297821
case_00000_slice203.npy,,,0.9798319339752197,0.9798319339752197
case_00000_slice204.npy,,,0.9810056090354919,0.9810056090354919
case_00000_slice205.npy,,,0.9822156429290771,0.9822156429290771
case_00000_slice206.npy,,,0.9844549894332886,0.9844549894332886
case_00000_slice207.npy,,,0.9857065081596375,0.9857065081596375
case_00000_slice208.npy,,,0.9880065321922302,0.9880065321922302
case_00000_slice209.npy,,,0.9886902570724487,0.9886902570724487
case_00000_slice210.npy,,,0.9832940101623535,0.9832940101623535
case_00000_slice211.npy,,,0.9805580377578735,0.9805580377578735
case_00000_slice212.npy,,,0.9754612445831299,0.9754612445831299
case_00000_slice213.npy,,,0.9617969393730164,0.9617969393730164
case_00000_slice214.npy,,,0.967169463634491,0.967169463634491
case_00000_slice215.npy,,,0.9728758931159973,0.9728758931159973
case_00000_slice216.npy,,,0.9754911065101624,0.9754911065101624
case_00000_slice217.npy,,,0.9772360920906067,0.9772360920906067
case_00000_slice218.npy,,,0.9811054468154907,0.9811054468154907
case_00000_slice219.npy,,,0.989325761795044,0.989325761795044
case_00000_slice220.npy,,,0.9914817810058594,0.9914817810058594
case_00000_slice221.npy,,,0.9872746467590332,0.9872746467590332
case_00000_slice222.npy,,,0.9855279326438904,0.9855279326438904
case_00000_slice223.npy,,,0.9807658195495605,0.9807658195495605
case_00000_slice224.npy,,,0.9875586032867432,0.9875586032867432
case_00000_slice225.npy,,,0.9891657829284668,0.9891657829284668
case_00000_slice226.npy,,,0.9895926713943481,0.9895926713943481
case_00000_slice227.npy,,,0.9884485602378845,0.9884485602378845
case_00000_slice228.npy,,,0.9833333492279053,0.9833333492279053
case_00000_slice229.npy,,,0.9888549447059631,0.9888549447059631
case_00000_slice230.npy,,,0.9886220097541809,0.9886220097541809
case_00000_slice231.npy,,,0.9855360984802246,0.9855360984802246
case_00000_slice232.npy,,,0.9843186736106873,0.9843186736106873
case_00000_slice233.npy,,,0.9805545806884766,0.9805545806884766
case_00000_slice234.npy,,,0.9819168448448181,0.9819168448448181
case_00000_slice235.npy,,,0.978459894657135,0.978459894657135
case_00000_slice236.npy,,,0.9838034510612488,0.9838034510612488
case_00000_slice237.npy,,,0.9856168031692505,0.9856168031692505
case_00000_slice238.npy,,,0.9804666042327881,0.9804666042327881
case_00000_slice239.npy,,,0.9807202816009521,0.9807202816009521
case_00000_slice240.npy,,,0.9801818132400513,0.9801818132400513
case_00000_slice241.npy,,,0.9831552505493164,0.9831552505493164
case_00000_slice242.npy,,,0.9757368564605713,0.9757368564605713
case_00000_slice243.npy,,,0.97826087474823,0.97826087474823
case_00000_slice244.npy,,,0.9826420545578003,0.9826420545578003
case_00000_slice245.npy,,,0.9833424687385559,0.9833424687385559
case_00000_slice246.npy,,,0.9844322204589844,0.9844322204589844
case_00000_slice247.npy,,,0.9824785590171814,0.9824785590171814
case_00000_slice248.npy,,,0.9829277396202087,0.9829277396202087
case_00000_slice249.npy,,,0.9821395874023438,0.9821395874023438
case_00000_slice250.npy,,,0.9861111044883728,0.9861111044883728
case_00000_slice251.npy,,,0.9828646183013916,0.9828646183013916
case_00000_slice252.npy,,,0.9832057952880859,0.9832057952880859
case_00000_slice253.npy,,,0.981675386428833,0.981675386428833
case_00000_slice254.npy,,,0.9807365536689758,0.9807365536689758
case_00000_slice255.npy,,,0.9844814538955688,0.9844814538955688
case_00000_slice256.npy,,,0.9784294962882996,0.9784294962882996
case_00000_slice257.npy,,,0.9849507808685303,0.9849507808685303
case_00000_slice258.npy,,,0.98549884557724,0.98549884557724
case_00000_slice259.npy,,,0.9886363744735718,0.9886363744735718
case_00000_slice260.npy,,,0.9889218807220459,0.9889218807220459
case_00000_slice261.npy,,,0.9886814951896667,0.9886814951896667
case_00000_slice262.npy,,,0.9902681112289429,0.9902681112289429
case_00000_slice263.npy,,,0.9853116273880005,0.9853116273880005
case_00000_slice264.npy,,,0.9887709021568298,0.9887709021568298
case_00000_slice265.npy,,,0.9897182583808899,0.9897182583808899
case_00000_slice266.npy,,,0.9927234649658203,0.9927234649658203
case_00000_slice267.npy,,,0.9899854063987732,0.9899854063987732
case_00000_slice268.npy,,,0.9874765276908875,0.9874765276908875
case_00000_slice269.npy,,,0.9925784468650818,0.9925784468650818
case_00000_slice270.npy,,,0.9888912439346313,0.9888912439346313
case_00000_slice271.npy,,,0.9936038851737976,0.9936038851737976
case_00000_slice272.npy,,,0.9955456852912903,0.9955456852912903
case_00000_slice273.npy,,,0.9912634491920471,0.9912634491920471
case_00000_slice274.npy,,,0.9951868057250977,0.9951868057250977
case_00000_slice275.npy,,,0.9939828515052795,0.9939828515052795
case_00000_slice276.npy,,,0.9927722215652466,0.9927722215652466
case_00000_slice277.npy,,,0.9927383661270142,0.9927383661270142
case_00000_slice278.npy,,,0.9916686415672302,0.9916686415672302
case_00000_slice279.npy,,,0.9951279163360596,0.9951279163360596
case_00000_slice280.npy,,,0.9972826242446899,0.9972826242446899
case_00000_slice281.npy,,,0.9984984993934631,0.9984984993934631
case_00000_slice282.npy,,,0.9972313046455383,0.9972313046455383
case_00000_slice283.npy,,,0.994202196598053,0.994202196598053
case_00000_slice284.npy,,,0.9969293475151062,0.9969293475151062
case_00000_slice285.npy,,,0.9994659423828125,0.9994659423828125
case_00000_slice286.npy,,,0.9997276067733765,0.9997276067733765
case_00000_slice287.npy,,,0.999445378780365,0.999445378780365
case_00000_slice288.npy,,,0.9983169436454773,0.9983169436454773
case_00000_slice289.npy,,,0.9934266805648804,0.9934266805648804
case_00000_slice290.npy,,,0.9739733934402466,0.9739733934402466
case_00000_slice291.npy,,,0.9631039500236511,0.9631039500236511
case_00000_slice292.npy,,,0.9377245306968689,0.9377245306968689
case_00000_slice293.npy,,,0.9316059350967407,0.9316059350967407
case_00000_slice294.npy,,,0.9226502180099487,0.9226502180099487
case_00000_slice295.npy,,,0.922570526599884,0.922570526599884
case_00000_slice296.npy,,,0.9231011867523193,0.9231011867523193
case_00000_slice297.npy,,,0.9224411845207214,0.9224411845207214
case_00000_slice298.npy,,,0.9183349013328552,0.9183349013328552
case_00000_slice299.npy,,,0.9113251566886902,0.9113251566886902
case_00000_slice300.npy,,,0.8970088362693787,0.8970088362693787
case_00000_slice301.npy,,,0.894500195980072,0.894500195980072
case_00000_slice302.npy,,,0.8848167657852173,0.8848167657852173
case_00000_slice303.npy,,,0.8728753328323364,0.8728753328323364
case_00000_slice304.npy,,,0.8568827509880066,0.8568827509880066
case_00000_slice305.npy,,,0.8335815072059631,0.8335815072059631
case_00000_slice306.npy,,,0.7823022603988647,0.7823022603988647
case_00000_slice307.npy,,,0.7570394277572632,0.7570394277572632
case_00000_slice308.npy,,,0.7285536527633667,0.7285536527633667
case_00000_slice309.npy,,,0.7440961599349976,0.7440961599349976
case_00000_slice310.npy,,,0.735357940196991,0.735357940196991
case_00000_slice311.npy,,,0.7292672395706177,0.7292672395706177
case_00000_slice312.npy,,,0.7111404538154602,0.7111404538154602
case_00000_slice313.npy,,,0.7228038311004639,0.7228038311004639
case_00000_slice314.npy,,,0.7281508445739746,0.7281508445739746
case_00000_slice315.npy,,,0.7245230078697205,0.7245230078697205
case_00000_slice316.npy,,,0.714755654335022,0.714755654335022
case_00000_slice317.npy,,,0.7241379022598267,0.7241379022598267
case_00000_slice318.npy,,,0.7226970791816711,0.7226970791816711
case_00000_slice319.npy,,,0.7266221642494202,0.7266221642494202
case_00000_slice320.npy,,,0.7204938530921936,0.7204938530921936
case_00000_slice321.npy,,,0.7204246520996094,0.7204246520996094
case_00000_slice322.npy,,,0.7105262875556946,0.7105262875556946
case_00000_slice323.npy,,,0.7190775871276855,0.7190775871276855
case_00000_slice324.npy,,,0.7173107266426086,0.7173107266426086
case_00000_slice325.npy,,,0.7403225898742676,0.7403225898742676
case_00000_slice326.npy,,,0.7449918985366821,0.7449918985366821
case_00000_slice327.npy,,,0.7399204969406128,0.7399204969406128
case_00000_slice328.npy,,,0.7284382581710815,0.7284382581710815
case_00000_slice329.npy,,,0.7376357316970825,0.7376357316970825
case_00000_slice330.npy,,,0.7361887097358704,0.7361887097358704
case_00000_slice331.npy,,,0.7453615069389343,0.7453615069389343
case_00000_slice332.npy,,,0.7493403553962708,0.7493403553962708
case_00000_slice333.npy,,,0.7694915533065796,0.7694915533065796
case_00000_slice334.npy,,,0.769675076007843,0.769675076007843
case_00000_slice335.npy,,,0.7828438878059387,0.7828438878059387
case_00000_slice336.npy,,,0.7811228632926941,0.7811228632926941
case_00000_slice337.npy,,,0.7927461266517639,0.7927461266517639
case_00000_slice338.npy,,,0.8052775263786316,0.8052775263786316
case_00000_slice339.npy,,,0.8315482139587402,0.8315482139587402
case_00000_slice340.npy,,,0.8422680497169495,0.8422680497169495
case_00000_slice341.npy,,,0.8720095753669739,0.8720095753669739
case_00000_slice342.npy,,,0.9127423763275146,0.9127423763275146
case_00000_slice343.npy,,,0.9707792401313782,0.9707792401313782
case_00000_slice344.npy,,,0.9836956262588501,0.9836956262588501
case_00000_slice345.npy,,,0.9939024448394775,0.9939024448394775
case_00000_slice346.npy,,,0.9931192398071289,0.9931192398071289
case_00000_slice347.npy,,,0.9925000071525574,0.9925000071525574
case_00000_slice348.npy,,,1.0,1.0
case_00000_slice349.npy,,,1.0,1.0
case_00000_slice350.npy,,,1.0,1.0
case_00000_slice351.npy,,,0.11764705926179886,0.11764705926179886
case_00000_slice352.npy,,,0.0,0.0
case_00000_slice353.npy,,,0.0,0.0
case_00000_slice354.npy,,,0.0,0.0
case_00000_slice355.npy,,,0.0,0.0
case_00000_slice356.npy,,,0.0,0.0
case_00000_slice357.npy,,,0.0,0.0
case_00000_slice358.npy,,,0.0,0.0
case_00000_slice359.npy,,,0.0,0.0
case_00000_slice360.npy,,,0.0,0.0
case_00000_slice361.npy,,,0.0,0.0
case_00000_slice362.npy,,,0.0,0.0
case_00000_slice363.npy,,,0.0,0.0
case_00000_slice364.npy,,,0.0,0.0
case_00000_slice365.npy,,,0.0,0.0
case_00000_slice366.npy,,,0.0,0.0
case_00000_slice367.npy,,,0.0,0.0
case_00000_slice368.npy,,,0.0,0.0
case_00000_slice369.npy,,,0.0,0.0
case_00000_slice370.npy,,,0.0,0.0
case_00000_slice371.npy,,,0.0,0.0
case_00000_slice372.npy,,,0.0,0.0
case_00000_slice373.npy,,,0.0,0.0
case_00000_slice374.npy,,,0.0,0.0
case_00000_slice375.npy,,,0.0,0.0
case_00000_slice376.npy,,,0.0,0.0
case_00000_slice377.npy,,,0.0,0.0
case_00000_slice378.npy,,,0.0,0.0
case_00000_slice379.npy,,,0.0,0.0
case_00000_slice380.npy,,,0.0,0.0
case_00000_slice381.npy,,,0.0,0.0
case_00000_slice382.npy,,,0.0,0.0
case_00000_slice383.npy,,,0.0,0.0
case_00000_slice384.npy,,,0.0,0.0
case_00000_slice385.npy,,,0.0,0.0
case_00000_slice386.npy,,,0.0,0.0
case_00000_slice387.npy,,,0.0,0.0
case_00000_slice388.npy,,,0.0,0.0
case_00000_slice389.npy,,,0.0,0.0
case_00000_slice390.npy,,,0.0,0.0
case_00000_slice391.npy,,,0.0,0.0
case_00000_slice392.npy,,,0.0,0.0
case_00000_slice393.npy,,,0.0,0.0
case_00000_slice394.npy,,,0.0,0.0
case_00000_slice395.npy,,,0.0,0.0
case_00000_slice396.npy,,,0.0,0.0
case_00000_slice397.npy,,,0.0,0.0
case_00000_slice398.npy,,,0.0,0.0
case_00000_slice399.npy,,,0.0,0.0
case_00000_slice400.npy,,,0.0,0.0
case_00000_slice401.npy,,,0.0,0.0
case_00000_slice402.npy,,,0.0,0.0
case_00000_slice403.npy,,,0.0,0.0
case_00000_slice404.npy,,,0.0,0.0
case_00000_slice405.npy,,,0.0,0.0
case_00000_slice406.npy,,,0.0,0.0
case_00000_slice407.npy,,,0.0,0.0
case_00000_slice408.npy,,,0.0,0.0
case_00000_slice409.npy,,,0.0,0.0
case_00000_slice410.npy,,,0.0,0.0
case_00000_slice411.npy,,,0.0,0.0
case_00000_slice412.npy,,,0.0,0.0
case_00000_slice413.npy,,,0.0,0.0
case_00000_slice414.npy,,,0.0,0.0
case_00000_slice415.npy,,,0.0,0.0
case_00000_slice416.npy,,,0.0,0.0
case_00000_slice417.npy,,,0.0,0.0
case_00000_slice418.npy,,,0.0,0.0
case_00000_slice419.npy,,,0.0,0.0
case_00000_slice420.npy,,,0.0,0.0
case_00000_slice421.npy,,,0.0,0.0
case_00000_slice422.npy,,,0.0,0.0
case_00000_slice423.npy,,,0.0,0.0
case_00000_slice424.npy,,,0.0,0.0
case_00000_slice425.npy,,,0.0,0.0
case_00000_slice426.npy,,,0.0,0.0
case_00000_slice427.npy,,,0.0,0.0
case_00000_slice428.npy,,,0.0,0.0
case_00000_slice429.npy,,,0.0,0.0
case_00000_slice430.npy,,,0.0,0.0
case_00000_slice431.npy,,,0.0,0.0
case_00000_slice432.npy,,,0.0,0.0
case_00000_slice433.npy,,,0.0,0.0
case_00000_slice434.npy,,,0.0,0.0
case_00000_slice435.npy,,,0.0,0.0
case_00000_slice436.npy,,,0.0,0.0
case_00000_slice437.npy,,,0.0,0.0
case_00000_slice438.npy,,,0.0,0.0
case_00000_slice439.npy,,,0.0,0.0
case_00000_slice440.npy,,,0.0,0.0
case_00000_slice441.npy,,,0.0,0.0
case_00000_slice442.npy,,,0.0,0.0
case_00000_slice443.npy,,,0.0,0.0
case_00000_slice444.npy,,,0.0,0.0
case_00000_slice445.npy,,,0.0,0.0
case_00000_slice446.npy,,,0.0,0.0
case_00000_slice447.npy,,,0.0,0.0
case_00000_slice448.npy,,,0.0,0.0
case_00000_slice449.npy,,,0.0,0.0
case_00000_slice450.npy,,,0.0,0.0
case_00000_slice451.npy,,,0.0,0.0
case_00000_slice452.npy,,,0.0,0.0
case_00000_slice453.npy,,,0.0,0.0
case_00000_slice454.npy,,,0.0,0.0
case_00000_slice455.npy,,,0.0,0.0
case_00000_slice456.npy,,,0.0,0.0
case_00000_slice457.npy,,,0.0,0.0
case_00000_slice458.npy,,,0.0,0.0
case_00000_slice459.npy,,,0.0,0.0
case_00000_slice460.npy,,,0.0,0.0
case_00000_slice461.npy,,,0.0,0.0
case_00000_slice462.npy,,,0.0,0.0
case_00000_slice463.npy,,,0.0,0.0
case_00000_slice464.npy,,,0.0,0.0
case_00000_slice465.npy,,,0.0,0.0
case_00000_slice466.npy,,,0.0,0.0
case_00000_slice467.npy,,,0.0,0.0
case_00000_slice468.npy,,,0.0,0.0
case_00000_slice469.npy,,,0.0,0.0
case_00000_slice470.npy,,,0.0,0.0
case_00000_slice471.npy,,,0.0,0.0
case_00000_slice472.npy,,,0.0,0.0
case_00000_slice473.npy,,,0.0,0.0
case_00000_slice474.npy,,,0.0,0.0
case_00000_slice475.npy,,,0.0,0.0
case_00000_slice476.npy,,,0.0,0.0
case_00000_slice477.npy,,,0.0,0.0
case_00000_slice478.npy,,,0.0,0.0
case_00000_slice479.npy,,,0.0,0.0
case_00000_slice480.npy,,,0.0,0.0
case_00000_slice481.npy,,,0.0,0.0
case_00000_slice482.npy,,,0.0,0.0
case_00000_slice483.npy,,,0.0,0.0
case_00000_slice484.npy,,,0.0,0.0
case_00000_slice485.npy,,,0.0,0.0
case_00000_slice486.npy,,,0.0,0.0
case_00000_slice487.npy,,,0.0,0.0
case_00000_slice488.npy,,,0.0,0.0
case_00000_slice489.npy,,,0.0,0.0
case_00000_slice490.npy,,,0.0,0.0
case_00000_slice491.npy,,,0.0,0.0
case_00000_slice492.npy,,,0.0,0.0
case_00000_slice493.npy,,,0.0,0.0
case_00000_slice494.npy,,,0.0,0.0
case_00000_slice495.npy,,,0.0,0.0
case_00000_slice496.npy,,,0.0,0.0
case_00000_slice497.npy,,,0.0,0.0
case_00000_slice498.npy,,,0.0,0.0
case_00000_slice499.npy,,,0.0,0.0
case_00000_slice500.npy,,,0.0,0.0
case_00000_slice501.npy,,,0.0,0.0
case_00000_slice502.npy,,,0.0,0.0
case_00000_slice503.npy,,,0.0,0.0
case_00000_slice504.npy,,,0.0,0.0
case_00000_slice505.npy,,,0.0,0.0
case_00000_slice506.npy,,,0.0,0.0
case_00000_slice507.npy,,,0.0,0.0
case_00000_slice508.npy,,,0.0,0.0
case_00000_slice509.npy,,,0.0,0.0
case_00000_slice510.npy,,,0.0,0.0
case_00000_slice511.npy,,,0.0,0.0
case_00000_slice512.npy,,,0.0,0.0
case_00000_slice513.npy,,,0.0,0.0
case_00000_slice514.npy,,,0.0,0.0
case_00000_slice515.npy,,,0.0,0.0
case_00000_slice516.npy,,,0.0,0.0
case_00000_slice517.npy,,,0.0,0.0
case_00000_slice518.npy,,,0.0,0.0
case_00000_slice519.npy,,,0.0,0.0
